"displacement:0","displacement:1","displacement:2","displacement loads:0","displacement loads:1","displacement loads:2","displacement_magnitude","displacement_vector_derived:0","displacement_vector_derived:1","displacement_vector_derived:2","engineering_shear_strain_xy_derived","max_principal_strain_derived","strain_plane_derived:0","strain_plane_derived:1","strain_plane_derived:2","strain_xx_derived","strain_yy_derived","stress_plane_derived_pa:0","stress_plane_derived_pa:1","stress_plane_derived_pa:2","stress_xx","stress_xx_derived_pa","stress_xy","stress_xy_derived_pa","stress_xz","stress_yy","stress_yy_derived_pa","stress_yz","stress_zz","von_mises_derived_pa","vonmises","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.3011e-05,-0.00047239,0,-7.5233e-09,2.9732e-08,0,0.00048149,9.3011e-05,-0.00047239,0,-4.1906e-05,2.2693e-05,6.8729e-07,-2.3637e-06,-4.1906e-05,6.8729e-07,-2.3637e-06,-5035.1,-4.9789e+05,-3.3847e+06,-16467,-5035.1,-3.4182e+06,-3.3847e+06,0,-5.2924e+05,-4.9789e+05,0,0,6.7957e+06,6.8503e+06,1,1,0.27,0.27,0.05,0
9.3015e-05,-0.00047903,0,5.3469e-09,3.0675e-08,0,0.000488,9.3015e-05,-0.00047903,0,-4.0912e-05,2.2306e-05,6.9119e-07,-2.369e-06,-4.0912e-05,6.9119e-07,-2.369e-06,-4499.7,-4.9883e+05,-3.3044e+06,-6157.7,-4499.7,-3.3335e+06,-3.3044e+06,0,-5.3026e+05,-4.9883e+05,0,0,6.6943e+06,6.7449e+06,1,1,0.275,0.275,0.05,0
9.3018e-05,-0.0004856,0,1.0325e-08,3.2008e-08,0,0.00049445,9.3018e-05,-0.0004856,0,-3.9926e-05,2.1925e-05,6.9874e-07,-2.3758e-06,-3.9926e-05,6.9874e-07,-2.3758e-06,-3233.4,-4.9989e+05,-3.2248e+06,4529.6,-3233.4,-3.2507e+06,-3.2248e+06,0,-5.3338e+05,-4.9989e+05,0,0,6.5942e+06,6.6419e+06,1,1,0.28,0.28,0.05,0
9.3023e-05,-0.00049199,0,1.2007e-08,1.8675e-08,0,0.00050073,9.3023e-05,-0.00049199,0,-3.8927e-05,2.1488e-05,6.6076e-07,-2.3671e-06,-3.8927e-05,6.6076e-07,-2.3671e-06,-11391,-5.005e+05,-3.1441e+06,11973,-11391,-3.1672e+06,-3.1441e+06,0,-5.2954e+05,-5.005e+05,0,0,6.4799e+06,6.5262e+06,1,1,0.285,0.285,0.05,0
9.3025e-05,-0.00049832,0,2.0472e-08,7.4215e-09,0,0.00050694,9.3025e-05,-0.00049832,0,-3.7915e-05,2.1073e-05,6.2573e-07,-2.346e-06,-3.7915e-05,6.2573e-07,-2.346e-06,-18016,-4.9806e+05,-3.0623e+06,21404,-18016,-3.0818e+06,-3.0623e+06,0,-5.1914e+05,-4.9806e+05,0,0,6.3692e+06,6.414e+06,1,1,0.29,0.29,0.05,0
9.3031e-05,-0.00050445,0,-1.4705e-08,2.2928e-08,0,0.00051297,9.3031e-05,-0.00050445,0,-3.6834e-05,2.0462e-05,5.292e-07,-2.2595e-06,-3.6834e-05,5.292e-07,-2.2595e-06,-34303,-4.8478e+05,-2.975e+06,-3480.6,-34303,-2.9889e+06,-2.975e+06,0,-4.9844e+05,-4.8478e+05,0,0,6.1924e+06,6.223e+06,1,1,0.295,0.295,0.05,0
9.3026e-05,-0.00051052,0,-4.3662e-08,3.2621e-08,0,0.00051894,9.3026e-05,-0.00051052,0,-3.5757e-05,1.9874e-05,3.6747e-07,-2.1659e-06,-3.5757e-05,3.6747e-07,-2.1659e-06,-65144,-4.7438e+05,-2.888e+06,-42933,-65144,-2.8937e+06,-2.888e+06,0,-4.8513e+05,-4.7438e+05,0,0,6.0337e+06,6.0468e+06,1,1,0.3,0.3,0.05,0
9.3036e-05,-0.00051639,0,-8.221e-09,3.6404e-08,0,0.00052471,9.3036e-05,-0.00051639,0,-3.4961e-05,1.9415e-05,5.124e-07,-2.1635e-06,-3.4961e-05,5.124e-07,-2.1635e-06,-31534,-4.638e+05,-2.8238e+06,3728.8,-31534,-2.8361e+06,-2.8238e+06,0,-4.6853e+05,-4.638e+05,0,0,5.8717e+06,5.8988e+06,1,1,0.305,0.305,0.05,0
9.3032e-05,-0.00052221,0,1.783e-08,5.7259e-08,0,0.00053044,9.3032e-05,-0.00052221,0,-3.4198e-05,1.8978e-05,6.2864e-07,-2.1577e-06,-3.4198e-05,6.2864e-07,-2.1577e-06,-4306.8,-4.544e+05,-2.7622e+06,48684,-4306.8,-2.7842e+06,-2.7622e+06,0,-4.5509e+05,-4.544e+05,0,0,5.7209e+06,5.7591e+06,1,1,0.31,0.31,0.05,0
9.3047e-05,-0.0005278,0,2.4509e-09,-1.0781e-08,0,0.00053595,9.3047e-05,-0.0005278,0,-3.3462e-05,1.8691e-05,3.4962e-07,-2.0716e-06,-3.3462e-05,3.4962e-07,-2.0716e-06,-62737,-4.5385e+05,-2.7027e+06,15460,-62737,-2.7299e+06,-2.7027e+06,0,-4.3837e+05,-4.5385e+05,0,0,5.6813e+06,5.7264e+06,1,1,0.315,0.315,0.05,0
9.3046e-05,-0.00053335,0,-7.2545e-09,-9.9425e-08,0,0.00054142,9.3046e-05,-0.00053335,0,-3.2683e-05,1.8404e-05,1e-07,-1.9877e-06,-3.2683e-05,1e-07,-1.9877e-06,-1.1453e+05,-4.5178e+05,-2.6398e+06,-20553,-1.1453e+05,-2.6691e+06,-2.6398e+06,0,-4.1625e+05,-4.5178e+05,0,0,5.6371e+06,5.694e+06,1,1,0.32,0.32,0.05,0
9.3053e-05,-0.00053868,0,-2.2439e-09,-5.5102e-08,0,0.00054667,9.3053e-05,-0.00053868,0,-3.1736e-05,1.8019e-05,-1.1591e-07,-1.9604e-06,-3.1736e-05,-1.1591e-07,-1.9604e-06,-1.6247e+05,-4.6042e+05,-2.5633e+06,-53571,-1.6247e+05,-2.5862e+06,-2.5633e+06,0,-4.4723e+05,-4.6042e+05,0,0,5.5663e+06,5.6332e+06,1,1,0.325,0.325,0.05,0
9.3043e-05,-0.00054395,0,-1.6395e-09,6.3662e-09,0,0.00055186,9.3043e-05,-0.00054395,0,-3.077e-05,1.7649e-05,-3.4438e-07,-1.9379e-06,-3.077e-05,-3.4438e-07,-1.9379e-06,-2.1363e+05,-4.7104e+05,-2.4853e+06,-85608,-2.1363e+05,-2.4993e+06,-2.4853e+06,0,-4.8324e+05,-4.7104e+05,0,0,5.5043e+06,5.5713e+06,1,1,0.33,0.33,0.05,0
9.3055e-05,-0.00054901,0,7.802e-09,-1.1219e-08,0,0.00055685,9.3055e-05,-0.00054901,0,-2.9934e-05,1.7347e-05,2.0146e-07,-2.0471e-06,-2.9934e-05,2.0146e-07,-2.0471e-06,-95234,-4.5847e+05,-2.4178e+06,39334,-95234,-2.4303e+06,-2.4178e+06,0,-4.5392e+05,-4.5847e+05,0,0,5.3472e+06,5.4105e+06,1,1,0.335,0.335,0.05,0
9.3051e-05,-0.00055401,0,1.2562e-08,-1.3464e-08,0,0.00056178,9.3051e-05,-0.00055401,0,-2.9154e-05,1.7069e-05,6.5247e-07,-2.1318e-06,-2.9154e-05,6.5247e-07,-2.1318e-06,2986.3,-4.4678e+05,-2.3547e+06,1.441e+05,2986.3,-2.372e+06,-2.3547e+06,0,-4.2893e+05,-4.4678e+05,0,0,5.2089e+06,5.2726e+06,1,1,0.34,0.34,0.05,0
9.3067e-05,-0.00055878,0,1.2045e-08,-6.7858e-08,0,0.00056648,9.3067e-05,-0.00055878,0,-2.8321e-05,1.6761e-05,3.5571e-07,-2.0514e-06,-2.8321e-05,3.5571e-07,-2.0514e-06,-59931,-4.4876e+05,-2.2874e+06,64430,-59931,-2.3138e+06,-2.2874e+06,0,-4.2616e+05,-4.4876e+05,0,0,5.168e+06,5.2327e+06,1,1,0.345,0.345,0.05,0
9.3067e-05,-0.0005635,0,2.0508e-08,-1.3101e-07,0,0.00057114,9.3067e-05,-0.0005635,0,-2.745e-05,1.646e-05,9.3395e-08,-1.9713e-06,-2.745e-05,9.3395e-08,-1.9713e-06,-1.1492e+05,-4.4845e+05,-2.2171e+06,-9816,-1.1492e+05,-2.2487e+06,-2.2171e+06,0,-4.1496e+05,-4.4845e+05,0,0,5.1229e+06,5.1919e+06,1,1,0.35,0.35,0.05,0
9.3075e-05,-0.00056799,0,5.2046e-09,-1.3689e-07,0,0.00057557,9.3075e-05,-0.00056799,0,-2.6436e-05,1.6071e-05,-1.4394e-07,-1.9411e-06,-2.6436e-05,-1.4394e-07,-1.9411e-06,-1.676e+05,-4.5792e+05,-2.1352e+06,-47190,-1.676e+05,-2.1573e+06,-2.1352e+06,0,-4.4478e+05,-4.5792e+05,0,0,5.0539e+06,5.1306e+06,1,1,0.355,0.355,0.05,0
9.3064e-05,-0.00057241,0,-1.5834e-08,-1.5276e-07,0,0.00057994,9.3064e-05,-0.00057241,0,-2.5406e-05,1.57e-05,-3.8668e-07,-1.9177e-06,-2.5406e-05,-3.8668e-07,-1.9177e-06,-2.22e+05,-4.6932e+05,-2.052e+06,-83394,-2.22e+05,-2.0621e+06,-2.052e+06,0,-4.8075e+05,-4.6932e+05,0,0,4.994e+06,5.0694e+06,1,1,0.36,0.36,0.05,0
9.3076e-05,-0.00057661,0,7.051e-09,-4.9249e-08,0,0.00058408,9.3076e-05,-0.00057661,0,-2.4541e-05,1.5371e-05,1.7842e-07,-2.0311e-06,-2.4541e-05,1.7842e-07,-2.0311e-06,-99441,-4.5636e+05,-1.9822e+06,43270,-99441,-1.991e+06,-1.9822e+06,0,-4.5117e+05,-4.5636e+05,0,0,4.8257e+06,4.8969e+06,1,1,0.365,0.365,0.05,0
9.3072e-05,-0.00058076,0,2.6419e-08,2.2887e-08,0,0.00058817,9.3072e-05,-0.00058076,0,-2.3737e-05,1.507e-05,6.5093e-07,-2.1206e-06,-2.3737e-05,6.5093e-07,-2.1206e-06,3406.2,-4.443e+05,-1.9172e+06,1.5072e+05,3406.2,-1.9312e+06,-1.9172e+06,0,-4.2588e+05,-4.443e+05,0,0,4.6769e+06,4.7467e+06,1,1,0.37,0.37,0.05,0
9.3089e-05,-0.00058466,0,-3.0531e-10,3.2414e-08,0,0.00059203,9.3089e-05,-0.00058466,0,-2.2895e-05,1.4796e-05,3.3867e-07,-2.0363e-06,-2.2895e-05,3.3867e-07,-2.0363e-06,-62820,-4.4647e+05,-1.8492e+06,66906,-62820,-1.8723e+06,-1.8492e+06,0,-4.2306e+05,-4.4647e+05,0,0,4.6482e+06,4.7155e+06,1,1,0.375,0.375,0.05,0
9.3089e-05,-0.00058851,0,-2.2045e-08,8.8798e-08,0,0.00059583,9.3089e-05,-0.00058851,0,-2.2015e-05,1.4529e-05,6.8608e-08,-1.9544e-06,-2.2015e-05,6.8608e-08,-1.9544e-06,-1.1947e+05,-4.4625e+05,-1.7781e+06,-10021,-1.1947e+05,-1.8064e+06,-1.7781e+06,0,-4.1153e+05,-4.4625e+05,0,0,4.6142e+06,4.6836e+06,1,1,0.38,0.38,0.05,0
9.3096e-05,-0.00059212,0,-6.502e-09,1.6836e-08,0,0.0005994,9.3096e-05,-0.00059212,0,-2.0994e-05,1.418e-05,-1.7544e-07,-1.9243e-06,-2.0994e-05,-1.7544e-07,-1.9243e-06,-1.7371e+05,-4.5622e+05,-1.6957e+06,-48691,-1.7371e+05,-1.714e+06,-1.6957e+06,0,-4.4265e+05,-4.5622e+05,0,0,4.5578e+06,4.6401e+06,1,1,0.385,0.385,0.05,0
9.3085e-05,-0.00059567,0,6.7897e-09,-6.5187e-08,0,0.0006029,9.3085e-05,-0.00059567,0,-1.9958e-05,1.3851e-05,-4.1927e-07,-1.903e-06,-1.9958e-05,-4.1927e-07,-1.903e-06,-2.285e+05,-4.6818e+05,-1.612e+06,-84798,-2.285e+05,-1.6177e+06,-1.612e+06,0,-4.8014e+05,-4.6818e+05,0,0,4.5098e+06,4.5953e+06,1,1,0.39,0.39,0.05,0
9.3098e-05,-0.00059898,0,3.6799e-09,4.5399e-09,0,0.00060617,9.3098e-05,-0.00059898,0,-1.9099e-05,1.3518e-05,1.6777e-07,-2.0218e-06,-1.9099e-05,1.6777e-07,-2.0218e-06,-1.0125e+05,-4.5495e+05,-1.5426e+06,46541,-1.0125e+05,-1.5473e+06,-1.5426e+06,0,-4.4949e+05,-4.5495e+05,0,0,4.3366e+06,4.4178e+06,1,1,0.395,0.395,0.05,0
9.3094e-05,-0.00060223,0,1.2335e-09,5.6901e-08,0,0.00060939,9.3094e-05,-0.00060223,0,-1.8304e-05,1.3214e-05,6.629e-07,-2.1166e-06,-1.8304e-05,6.629e-07,-2.1166e-06,6442.3,-4.4256e+05,-1.4784e+06,1.5874e+05,6442.3,-1.4887e+06,-1.4784e+06,0,-4.2323e+05,-4.4256e+05,0,0,4.1832e+06,4.262e+06,1,1,0.4,0.4,0.05,0
9.3111e-05,-0.00060523,0,1.2489e-08,4.1254e-08,0,0.00061236,9.3111e-05,-0.00060523,0,-1.7484e-05,1.3e-05,3.3993e-07,-2.0304e-06,-1.7484e-05,3.3993e-07,-2.0304e-06,-62120,-4.4502e+05,-1.4122e+06,71714,-62120,-1.4323e+06,-1.4122e+06,0,-4.2114e+05,-4.4502e+05,0,0,4.174e+06,4.2468e+06,1,1,0.405,0.405,0.05,0
9.3111e-05,-0.00060818,0,2.6568e-08,3.0614e-08,0,0.00061527,9.3111e-05,-0.00060818,0,-1.6625e-05,1.2795e-05,6.4789e-08,-1.9466e-06,-1.6625e-05,6.4789e-08,-1.9466e-06,-1.1981e+05,-4.4473e+05,-1.3428e+06,-7195,-1.1981e+05,-1.3686e+06,-1.3428e+06,0,-4.0949e+05,-4.4473e+05,0,0,4.1581e+06,4.2308e+06,1,1,0.41,0.41,0.05,0
9.3118e-05,-0.00061089,0,3.2205e-08,4.2452e-08,0,0.00061794,9.3118e-05,-0.00061089,0,-1.5649e-05,1.2525e-05,-1.8886e-07,-1.9098e-06,-1.5649e-05,-1.8886e-07,-1.9098e-06,-1.758e+05,-4.5381e+05,-1.2639e+06,-50603,-1.758e+05,-1.2799e+06,-1.2639e+06,0,-4.4004e+05,-4.5381e+05,0,0,4.1242e+06,4.2145e+06,1,1,0.415,0.415,0.05,0
9.3107e-05,-0.00061352,0,3.1924e-08,5.2462e-08,0,0.00062055,9.3107e-05,-0.00061352,0,-1.4648e-05,1.2272e-05,-4.4151e-07,-1.8825e-06,-1.4648e-05,-4.4151e-07,-1.8825e-06,-2.3221e+05,-4.6498e+05,-1.1831e+06,-90176,-2.3221e+05,-1.1859e+06,-1.1831e+06,0,-4.7736e+05,-4.6498e+05,0,0,4.0978e+06,4.1949e+06,1,1,0.42,0.42,0.05,0
9.3119e-05,-0.00061592,0,6.4787e-09,3.0691e-08,0,0.00062292,9.3119e-05,-0.00061592,0,-1.3884e-05,1.1997e-05,1.6093e-07,-2.0058e-06,-1.3884e-05,1.6093e-07,-2.0058e-06,-1.0173e+05,-4.5174e+05,-1.1214e+06,30401,-1.0173e+05,-1.1327e+06,-1.1214e+06,0,-4.465e+05,-4.5174e+05,0,0,3.9395e+06,4.0311e+06,1,1,0.425,0.425,0.05,0
9.3115e-05,-0.00061825,0,-1.4787e-08,2.5017e-08,0,0.00062523,9.3115e-05,-0.00061825,0,-1.3172e-05,1.1741e-05,6.7429e-07,-2.1089e-06,-1.3172e-05,6.7429e-07,-2.1089e-06,9603.8,-4.3999e+05,-1.0639e+06,1.3037e+05,9603.8,-1.0879e+06,-1.0639e+06,0,-4.1916e+05,-4.3999e+05,0,0,3.7983e+06,3.8886e+06,1,1,0.43,0.43,0.05,0
9.3132e-05,-0.00062033,0,-1.9622e-08,3.2771e-08,0,0.00062728,9.3132e-05,-0.00062033,0,-1.2447e-05,1.1802e-05,4.5612e-07,-2.0937e-06,-1.2447e-05,4.5612e-07,-2.0937e-06,-39687,-4.5158e+05,-1.0054e+06,65465,-39687,-1.0393e+06,-1.0054e+06,0,-4.4382e+05,-4.5158e+05,0,0,3.8675e+06,3.9607e+06,1,1,0.435,0.435,0.05,0
9.3133e-05,-0.00062235,0,-2.6695e-08,3.458e-08,0,0.00062928,9.3133e-05,-0.00062235,0,-1.1698e-05,1.1837e-05,2.9395e-07,-2.0896e-06,-1.1698e-05,2.9395e-07,-2.0896e-06,-76832,-4.6187e+05,-9.4483e+05,13421,-76832,-9.8731e+05,-9.4483e+05,0,-4.6204e+05,-4.6187e+05,0,0,3.9204e+06,4.0181e+06,1,1,0.44,0.44,0.05,0
9.3139e-05,-0.00062412,0,-1.6761e-09,-7.5936e-09,0,0.00063104,9.3139e-05,-0.00062412,0,-1.075e-05,1.2042e-05,5.6832e-08,-2.0569e-06,-1.075e-05,5.6832e-08,-2.0569e-06,-1.2929e+05,-4.7073e+05,-8.6827e+05,-47884,-1.2929e+05,-8.9632e+05,-8.6827e+05,0,-4.7638e+05,-4.7073e+05,0,0,4.0412e+06,4.1238e+06,1,1,0.445,0.445,0.05,0
9.3138e-05,-0.00062583,0,2.2284e-08,-5.9548e-08,0,0.00063272,9.3138e-05,-0.00062583,0,-9.7658e-06,1.2233e-05,-1.5393e-07,-2.0382e-06,-9.7658e-06,-1.5393e-07,-2.0382e-06,-1.7663e+05,-4.81e+05,-7.8878e+05,-1.041e+05,-1.7663e+05,-7.9955e+05,-7.8878e+05,0,-4.9601e+05,-4.81e+05,0,0,4.1556e+06,4.2215e+06,1,1,0.45,0.45,0.05,0
9.3141e-05,-0.00062729,0,6.9906e-09,-2.3244e-08,0,0.00063417,9.3141e-05,-0.00062729,0,-8.7874e-06,1.2327e-05,1.9269e-07,-2.1553e-06,-8.7874e-06,1.9269e-07,-2.1553e-06,-1.0475e+05,-4.8404e+05,-7.0975e+05,-41678,-1.0475e+05,-7.2666e+05,-7.0975e+05,0,-5.0324e+05,-4.8404e+05,0,0,4.1616e+06,4.228e+06,1,1,0.455,0.455,0.05,0
9.3144e-05,-0.00062868,0,-4.1837e-09,8.3898e-09,0,0.00063554,9.3144e-05,-0.00062868,0,-7.8328e-06,1.2441e-05,5.1137e-07,-2.2583e-06,-7.8328e-06,5.1137e-07,-2.2583e-06,-38335,-4.8574e+05,-6.3265e+05,13369,-38335,-6.5858e+05,-6.3265e+05,0,-5.0688e+05,-4.8574e+05,0,0,4.175e+06,4.2458e+06,1,1,0.46,0.46,0.05,0
9.3148e-05,-0.00062983,0,1.5082e-09,-4.2391e-08,0,0.00063668,9.3148e-05,-0.00062983,0,-6.6904e-06,1.2382e-05,6.4492e-07,-2.3225e-06,-6.6904e-06,6.4492e-07,-2.3225e-06,-11962,-4.9132e+05,-5.4038e+05,34319,-11962,-5.5337e+05,-5.4038e+05,0,-5.2181e+05,-4.9132e+05,0,0,4.1546e+06,4.225e+06,1,1,0.465,0.465,0.05,0
9.3153e-05,-0.0006309,0,4.0311e-09,-7.2653e-08,0,0.00063774,9.3153e-05,-0.0006309,0,-5.5662e-06,1.2332e-05,7.6731e-07,-2.3823e-06,-5.5662e-06,7.6731e-07,-2.3823e-06,12141,-4.9665e+05,-4.4957e+05,55716,12141,-4.5267e+05,-4.4957e+05,0,-5.3891e+05,-4.9665e+05,0,0,4.1373e+06,4.204e+06,1,1,0.47,0.47,0.05,0
9.3157e-05,-0.00063174,0,8.9017e-09,-2.0223e-09,0,0.00063857,9.3157e-05,-0.00063174,0,-4.4992e-06,1.2078e-05,6.9934e-07,-2.3696e-06,-4.4992e-06,6.9934e-07,-2.3696e-06,-2661.3,-4.9841e+05,-3.634e+05,41349,-2661.3,-3.6232e+05,-3.634e+05,0,-5.35e+05,-4.9841e+05,0,0,4.0704e+06,4.1322e+06,1,1,0.475,0.475,0.05,0
9.316e-05,-0.0006325,0,1.694e-08,4.0086e-08,0,0.00063932,9.316e-05,-0.0006325,0,-3.4093e-06,1.1859e-05,6.3988e-07,-2.3409e-06,-3.4093e-06,6.3988e-07,-2.3409e-06,-14395,-4.959e+05,-2.7536e+05,32324,-14395,-2.6777e+05,-2.7536e+05,0,-5.2262e+05,-4.959e+05,0,0,4.0078e+06,4.0639e+06,1,1,0.48,0.48,0.05,0
9.3166e-05,-0.00063301,0,1.291e-08,-3.571e-08,0,0.00063983,9.3166e-05,-0.00063301,0,-2.2874e-06,1.1234e-05,5.0853e-07,-2.2306e-06,-2.2874e-06,5.0853e-07,-2.2306e-06,-37072,-4.7954e+05,-1.8475e+05,-5378.1,-37072,-1.7037e+05,-1.8475e+05,0,-4.9717e+05,-4.7954e+05,0,0,3.8122e+06,3.8482e+06,1,1,0.485,0.485,0.05,0
9.316e-05,-0.00063346,0,2.5063e-09,-7.0291e-08,0,0.00064027,9.316e-05,-0.00063346,0,-1.1641e-06,1.0651e-05,3.1962e-07,-2.1183e-06,-1.1641e-06,3.1962e-07,-2.1183e-06,-72895,-4.6672e+05,-94027,-56551,-72895,-68940,-94027,0,-4.8095e+05,-4.6672e+05,0,0,3.6402e+06,3.6558e+06,1,1,0.49,0.49,0.05,0
9.3171e-05,-0.00063365,0,1.0043e-08,-2.5917e-08,0,0.00064047,9.3171e-05,-0.00063365,0,-4.5167e-07,1.0125e-05,4.877e-07,-2.117e-06,-4.5167e-07,4.877e-07,-2.117e-06,-34016,-4.5477e+05,-36481,-13729,-34016,-30384,-36481,0,-4.6085e+05,-4.5477e+05,0,0,3.4411e+06,3.4547e+06,1,1,0.495,0.495,0.05,0
9.3166e-05,-0.00063379,0,2.0896e-08,-7.4145e-09,0,0.0006406,9.3166e-05,-0.00063379,0,2.3147e-07,9.6176e-06,6.5791e-07,-2.1258e-06,2.3147e-07,6.5791e-07,-2.1258e-06,4657.2,-4.4502e+05,18696,32313,4657.2,4745.4,18696,0,-4.4402e+05,-4.4502e+05,0,0,3.2502e+06,3.2581e+06,1,1,0.5,0.5,0.05,0
9.3182e-05,-0.00063366,0,9.3023e-09,-4.4873e-08,0,0.00064047,9.3182e-05,-0.00063366,0,8.6238e-07,9.9691e-06,4.4132e-07,-2.1073e-06,8.6238e-07,4.4132e-07,-2.1073e-06,-44047,-4.5575e+05,69653,24234,-44047,51018,69653,0,-4.5512e+05,-4.5575e+05,0,0,3.3964e+06,3.4352e+06,1,1,0.505,0.505,0.05,0
9.3182e-05,-0.00063347,0,-2.1803e-09,-5.9174e-08,0,0.00064029,9.3182e-05,-0.00063347,0,1.5211e-06,1.0277e-05,2.9616e-07,-2.1063e-06,1.5211e-06,2.9616e-07,-2.1063e-06,-77473,-4.6556e+05,1.2286e+05,24840,-77473,99214,1.2286e+05,0,-4.6161e+05,-4.6556e+05,0,0,3.5196e+06,3.5923e+06,1,1,0.51,0.51,0.05,0
9.3189e-05,-0.00063303,0,1.3e-08,-1.0541e-08,0,0.00063985,9.3189e-05,-0.00063303,0,2.448e-06,1.0774e-05,3.1382e-08,-2.0527e-06,2.448e-06,3.1382e-08,-2.0527e-06,-1.3487e+05,-4.7153e+05,1.9772e+05,-39666,-1.3487e+05,1.9294e+05,1.9772e+05,0,-4.7158e+05,-4.7153e+05,0,0,3.7163e+06,3.792e+06,1,1,0.515,0.515,0.05,0
9.3188e-05,-0.00063252,0,2.8324e-08,1.2712e-08,0,0.00063935,9.3188e-05,-0.00063252,0,3.4025e-06,1.1254e-05,-2.1556e-07,-2.0128e-06,3.4025e-06,-2.1556e-07,-2.0128e-06,-1.8909e+05,-4.7941e+05,2.7481e+05,-1.0198e+05,-1.8909e+05,2.9166e+05,2.7481e+05,0,-4.8916e+05,-4.7941e+05,0,0,3.9072e+06,3.985e+06,1,1,0.52,0.52,0.05,0
9.3191e-05,-0.00063177,0,1.9176e-08,-5.5746e-08,0,0.0006386,9.3191e-05,-0.00063177,0,4.2871e-06,1.1477e-05,9.0272e-08,-2.1221e-06,4.2871e-06,9.0272e-08,-2.1221e-06,-1.2609e+05,-4.8348e+05,3.4627e+05,-23546,-1.2609e+05,3.487e+05,3.4627e+05,0,-4.9285e+05,-4.8348e+05,0,0,3.9414e+06,4.0287e+06,1,1,0.525,0.525,0.05,0
9.3191e-05,-0.00063094,0,1.0044e-08,-1.0529e-07,0,0.00063779,9.3191e-05,-0.00063094,0,5.1643e-06,1.1744e-05,3.7973e-07,-2.2018e-06,5.1643e-06,3.7973e-07,-2.2018e-06,-64806,-4.8183e+05,4.1711e+05,55080,-64806,4.0238e+05,4.1711e+05,0,-4.8343e+05,-4.8183e+05,0,0,3.9841e+06,4.0821e+06,1,1,0.53,0.53,0.05,0
9.3199e-05,-0.00062988,0,-3.6783e-09,-3.1188e-08,0,0.00063673,9.3199e-05,-0.00062988,0,6.4179e-06,1.1558e-05,4.5179e-07,-2.1829e-06,6.4179e-06,4.5179e-07,-2.1829e-06,-46865,-4.7247e+05,5.1837e+05,49844,-46865,5.2387e+05,5.1837e+05,0,-4.7601e+05,-4.7247e+05,0,0,3.8923e+06,3.9841e+06,1,1,0.535,0.535,0.05,0
9.3195e-05,-0.00062874,0,-1.5546e-08,3.3967e-08,0,0.00063561,9.3195e-05,-0.00062874,0,7.6487e-06,1.1398e-05,4.3863e-07,-2.1527e-06,7.6487e-06,4.3863e-07,-2.1527e-06,-47814,-4.6642e+05,6.1778e+05,26370,-47814,6.4312e+05,6.1778e+05,0,-4.7772e+05,-4.6642e+05,0,0,3.823e+06,3.907e+06,1,1,0.54,0.54,0.05,0
9.3206e-05,-0.00062735,0,5.6865e-09,1.7749e-08,0,0.00063423,9.3206e-05,-0.00062735,0,8.4213e-06,1.1053e-05,5.5841e-07,-2.1436e-06,8.4213e-06,5.5841e-07,-2.1436e-06,-19538,-4.5602e+05,6.8018e+05,27255,-19538,6.8726e+05,6.8018e+05,0,-4.6153e+05,-4.5602e+05,0,0,3.6757e+06,3.7171e+06,1,1,0.545,0.545,0.05,0
9.3201e-05,-0.0006259,0,1.7522e-08,-3.0728e-09,0,0.0006328,9.3201e-05,-0.0006259,0,9.1642e-06,1.0716e-05,6.8821e-07,-2.1425e-06,9.1642e-06,6.8821e-07,-2.1425e-06,10492,-4.4677e+05,7.4019e+05,38657,10492,7.2943e+05,7.4019e+05,0,-4.4648e+05,-4.4677e+05,0,0,3.5322e+06,3.5275e+06,1,1,0.55,0.55,0.05,0
9.3217e-05,-0.00062419,0,3.2584e-09,4.1338e-09,0,0.00063111,9.3217e-05,-0.00062419,0,9.8134e-06,1.1138e-05,4.5849e-07,-2.1167e-06,9.8134e-06,4.5849e-07,-2.1167e-06,-40737,-4.5673e+05,7.9262e+05,18812,-40737,7.7744e+05,7.9262e+05,0,-4.5711e+05,-4.5673e+05,0,0,3.6958e+06,3.7047e+06,1,1,0.555,0.555,0.05,0
9.3218e-05,-0.00062243,0,-2.0761e-09,2.69e-08,0,0.00062937,9.3218e-05,-0.00062243,0,1.049e-05,1.1516e-05,3.0736e-07,-2.1116e-06,1.049e-05,3.0736e-07,-2.1116e-06,-75256,-4.66e+05,8.4729e+05,6134.9,-75256,8.2809e+05,8.4729e+05,0,-4.6462e+05,-4.66e+05,0,0,3.8356e+06,3.8653e+06,1,1,0.56,0.56,0.05,0
9.3225e-05,-0.00062041,0,-5.2621e-09,6.7724e-08,0,0.00062738,9.3225e-05,-0.00062041,0,1.1382e-05,1.2159e-05,1.2319e-07,-2.0886e-06,1.1382e-05,1.2319e-07,-2.0886e-06,-1.1617e+05,-4.7346e+05,9.1928e+05,-22785,-1.1617e+05,9.0945e+05,9.1928e+05,0,-4.784e+05,-4.7346e+05,0,0,4.0645e+06,4.1237e+06,1,1,0.565,0.565,0.05,0
