"displacement:0","displacement:1","displacement:2","displacement loads:0","displacement loads:1","displacement loads:2","displacement_magnitude","displacement_vector_derived:0","displacement_vector_derived:1","displacement_vector_derived:2","engineering_shear_strain_xy_derived","max_principal_strain_derived","strain_plane_derived:0","strain_plane_derived:1","strain_plane_derived:2","strain_xx_derived","strain_yy_derived","stress_plane_derived_pa:0","stress_plane_derived_pa:1","stress_plane_derived_pa:2","stress_xx","stress_xx_derived_pa","stress_xy","stress_xy_derived_pa","stress_xz","stress_yy","stress_yy_derived_pa","stress_yz","stress_zz","von_mises_derived_pa","vonmises","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.3224e-05,-0.00061833,0,-7.0973e-09,1.0129e-07,0,0.00062532,9.3224e-05,-0.00061833,0,1.2302e-05,1.2786e-05,-3.1057e-08,-2.0794e-06,1.2302e-05,-3.1057e-08,-2.0794e-06,-1.5113e+05,-4.8202e+05,9.936e+05,-41510,-1.5113e+05,9.9427e+05,9.936e+05,0,-4.9558e+05,-4.8202e+05,0,0,4.2853e+06,4.3677e+06,1,1,0.57,0.57,0.05,0
9.3228e-05,-0.00061601,0,1.0099e-08,4.1407e-08,0,0.00062303,9.3228e-05,-0.00061601,0,1.3295e-05,1.3146e-05,1.9801e-07,-2.1424e-06,1.3295e-05,1.9801e-07,-2.1424e-06,-1.0263e+05,-4.807e+05,1.0738e+06,-9953.4,-1.0263e+05,1.0848e+06,1.0738e+06,0,-4.9189e+05,-4.807e+05,0,0,4.361e+06,4.4342e+06,1,1,0.575,0.575,0.05,0
9.3232e-05,-0.00061362,0,1.6923e-08,-2.4246e-08,0,0.00062066,9.3232e-05,-0.00061362,0,1.4265e-05,1.3524e-05,3.7658e-07,-2.1864e-06,1.4265e-05,3.7658e-07,-2.1864e-06,-64465,-4.7849e+05,1.1522e+06,5340.8,-64465,1.172e+06,1.1522e+06,0,-4.882e+05,-4.7849e+05,0,0,4.4474e+06,4.5162e+06,1,1,0.58,0.58,0.05,0
9.3235e-05,-0.00061099,0,9.5616e-09,-4.2145e-08,0,0.00061806,9.3235e-05,-0.00061099,0,1.5208e-05,1.3774e-05,4.3511e-07,-2.2123e-06,1.5208e-05,4.3511e-07,-2.2123e-06,-52747,-4.804e+05,1.2283e+06,17954,-52747,1.2336e+06,1.2283e+06,0,-4.9654e+05,-4.804e+05,0,0,4.5063e+06,4.5693e+06,1,1,0.585,0.585,0.05,0
9.3237e-05,-0.00060829,0,5.9933e-09,-9.0478e-08,0,0.0006154,9.3237e-05,-0.00060829,0,1.6164e-05,1.4045e-05,5.0592e-07,-2.2262e-06,1.6164e-05,5.0592e-07,-2.2262e-06,-37369,-4.7871e+05,1.3055e+06,36298,-37369,1.2969e+06,1.3055e+06,0,-4.9533e+05,-4.7871e+05,0,0,4.5656e+06,4.6236e+06,1,1,0.59,0.59,0.05,0
9.3244e-05,-0.00060535,0,-1.9723e-08,-4.9766e-08,0,0.0006125,9.3244e-05,-0.00060535,0,1.7367e-05,1.4263e-05,5.5495e-07,-2.1963e-06,1.7367e-05,5.5495e-07,-2.1963e-06,-23989,-4.6843e+05,1.4027e+06,57261,-23989,1.4197e+06,1.4027e+06,0,-4.75e+05,-4.6843e+05,0,0,4.5976e+06,4.6915e+06,1,1,0.595,0.595,0.05,0
9.324e-05,-0.00060235,0,-4.0818e-08,2.7065e-08,0,0.00060953,9.324e-05,-0.00060235,0,1.853e-05,1.4452e-05,5.7344e-07,-2.1825e-06,1.853e-05,5.7344e-07,-2.1825e-06,-18765,-4.6396e+05,1.4967e+06,81571,-18765,1.5335e+06,1.4967e+06,0,-4.7102e+05,-4.6396e+05,0,0,4.6315e+06,4.7415e+06,1,1,0.6,0.6,0.05,0
9.3253e-05,-0.0005991,0,-2.0525e-08,1.5126e-08,0,0.00060632,9.3253e-05,-0.0005991,0,1.9246e-05,1.4524e-05,6.8161e-08,-2.0183e-06,1.9246e-05,6.8161e-08,-2.0183e-06,-1.24e+05,-4.6104e+05,1.5545e+06,-75171,-1.24e+05,1.5834e+06,1.5545e+06,0,-4.5886e+05,-4.6104e+05,0,0,4.7019e+06,4.7518e+06,1,1,0.605,0.605,0.05,0
9.3253e-05,-0.0005958,0,-1.8824e-09,-2.8446e-08,0,0.00060306,9.3253e-05,-0.0005958,0,1.9999e-05,1.4611e-05,-3.5192e-07,-1.8715e-06,1.9999e-05,-3.5192e-07,-1.8715e-06,-2.1078e+05,-4.5625e+05,1.6153e+06,-2.1566e+05,-2.1078e+05,1.6455e+06,1.6153e+06,0,-4.4023e+05,-4.5625e+05,0,0,4.7641e+06,4.77e+06,1,1,0.61,0.61,0.05,0
9.3252e-05,-0.00059226,0,8.953e-09,-6.7284e-08,0,0.00059956,9.3252e-05,-0.00059226,0,2.0679e-05,1.4924e-05,1.2074e-07,-2.07e-06,2.0679e-05,1.2074e-07,-2.07e-06,-1.1545e+05,-4.6934e+05,1.6702e+06,-58775,-1.1545e+05,1.6879e+06,1.6702e+06,0,-4.7621e+05,-4.6934e+05,0,0,4.801e+06,4.8353e+06,1,1,0.615,0.615,0.05,0
9.3265e-05,-0.00058865,0,1.9057e-08,-6.2923e-08,0,0.000596,9.3265e-05,-0.00058865,0,2.1323e-05,1.5245e-05,6.149e-07,-2.2734e-06,2.1323e-05,6.149e-07,-2.2734e-06,-15488,-4.8205e+05,1.7223e+06,97705,-15488,1.7199e+06,1.7223e+06,0,-5.1036e+05,-4.8205e+05,0,0,4.8376e+06,4.9086e+06,1,1,0.62,0.62,0.05,0
9.3262e-05,-0.00058481,0,3.8669e-09,-5.2494e-08,0,0.00059221,9.3262e-05,-0.00058481,0,2.2399e-05,1.5761e-05,6.2176e-07,-2.2819e-06,2.2399e-05,6.2176e-07,-2.2819e-06,-14492,-4.8354e+05,1.8091e+06,44845,-14492,1.8194e+06,1.8091e+06,0,-5.0223e+05,-4.8354e+05,0,0,4.986e+06,5.0611e+06,1,1,0.625,0.625,0.05,0
9.3266e-05,-0.00058091,0,-1.0373e-08,-7.0346e-08,0,0.00058835,9.3266e-05,-0.00058091,0,2.3483e-05,1.6277e-05,6.2978e-07,-2.3141e-06,2.3483e-05,6.2978e-07,-2.3141e-06,-14871,-4.9042e+05,1.8967e+06,8616,-14871,1.9203e+06,1.8967e+06,0,-5.0964e+05,-4.9042e+05,0,0,5.1402e+06,5.197e+06,1,1,0.63,0.63,0.05,0
9.327e-05,-0.00057677,0,1.5507e-09,-5.3905e-08,0,0.00058427,9.327e-05,-0.00057677,0,2.4492e-05,1.6623e-05,7.1377e-07,-2.3604e-06,2.4492e-05,7.1377e-07,-2.3604e-06,1304.2,-4.9529e+05,1.9782e+06,36862,1304.2,1.9967e+06,1.9782e+06,0,-5.2705e+05,-4.9529e+05,0,0,5.226e+06,5.2744e+06,1,1,0.635,0.635,0.05,0
9.3275e-05,-0.00057258,0,1.6109e-08,-4.1144e-08,0,0.00058013,9.3275e-05,-0.00057258,0,2.549e-05,1.6987e-05,7.804e-07,-2.3878e-06,2.549e-05,7.804e-07,-2.3878e-06,14781,-4.9701e+05,2.0588e+06,54339,14781,2.0707e+06,2.0588e+06,0,-5.3595e+05,-4.9701e+05,0,0,5.3162e+06,5.3646e+06,1,1,0.64,0.64,0.05,0
9.3279e-05,-0.00056815,0,2.0066e-08,-1.8371e-08,0,0.00057577,9.3279e-05,-0.00056815,0,2.658e-05,1.7269e-05,6.6827e-07,-2.3404e-06,2.658e-05,6.6827e-07,-2.3404e-06,-7814.5,-4.9384e+05,2.1468e+06,30674,-7814.5,2.172e+06,2.1468e+06,0,-5.2191e+05,-4.9384e+05,0,0,5.3942e+06,5.4607e+06,1,1,0.645,0.645,0.05,0
9.3284e-05,-0.00056367,0,1.7213e-08,1.0328e-08,0,0.00057134,9.3284e-05,-0.00056367,0,2.7682e-05,1.7563e-05,5.5027e-07,-2.2896e-06,2.7682e-05,5.5027e-07,-2.2896e-06,-31523,-4.9026e+05,2.2359e+06,9455.8,-31523,2.2756e+06,2.2359e+06,0,-5.0965e+05,-4.9026e+05,0,0,5.4758e+06,5.5573e+06,1,1,0.65,0.65,0.05,0
9.3286e-05,-0.00055896,0,5.5929e-09,1.634e-08,0,0.0005667,9.3286e-05,-0.00055896,0,2.8614e-05,1.7687e-05,3.476e-07,-2.2262e-06,2.8614e-05,3.476e-07,-2.2262e-06,-73910,-4.8968e+05,2.3112e+06,-27940,-73910,2.3435e+06,2.3112e+06,0,-5.0842e+05,-4.8968e+05,0,0,5.5151e+06,5.5843e+06,1,1,0.655,0.655,0.05,0
9.3291e-05,-0.00055419,0,-1.3159e-09,1.1693e-08,0,0.00056199,9.3291e-05,-0.00055419,0,2.9562e-05,1.7831e-05,1.3428e-07,-2.1539e-06,2.9562e-05,1.3428e-07,-2.1539e-06,-1.1813e+05,-4.8776e+05,2.3877e+06,-67700,-1.1813e+05,2.4159e+06,2.3877e+06,0,-5.041e+05,-4.8776e+05,0,0,5.5596e+06,5.6205e+06,1,1,0.66,0.66,0.05,0
9.329e-05,-0.0005492,0,1.1413e-09,1.3147e-08,0,0.00055707,9.329e-05,-0.0005492,0,3.0459e-05,1.7975e-05,3.5639e-07,-2.1824e-06,3.0459e-05,3.5639e-07,-2.1824e-06,-68842,-4.7895e+05,2.4601e+06,-12911,-68842,2.5002e+06,2.4601e+06,0,-4.8582e+05,-4.7895e+05,0,0,5.5447e+06,5.6205e+06,1,1,0.665,0.665,0.05,0
9.3299e-05,-0.00054415,0,3.7778e-10,1.7065e-08,0,0.0005521,9.3299e-05,-0.00054415,0,3.1318e-05,1.8092e-05,5.5474e-07,-2.2086e-06,3.1318e-05,5.5474e-07,-2.2086e-06,-24888,-4.7128e+05,2.5295e+06,36166,-24888,2.578e+06,2.5295e+06,0,-4.706e+05,-4.7128e+05,0,0,5.5258e+06,5.6135e+06,1,1,0.67,0.67,0.05,0
9.3299e-05,-0.00053887,0,-9.9998e-09,-1.1833e-08,0,0.0005469,9.3299e-05,-0.00053887,0,3.1942e-05,1.8267e-05,5.394e-07,-2.1683e-06,3.1942e-05,5.394e-07,-2.1683e-06,-25638,-4.6304e+05,2.58e+06,18238,-25638,2.622e+06,2.58e+06,0,-4.6386e+05,-4.6304e+05,0,0,5.563e+06,5.633e+06,1,1,0.675,0.675,0.05,0
9.3314e-05,-0.00053355,0,-1.8276e-08,-2.6871e-08,0,0.00054166,9.3314e-05,-0.00053355,0,3.2559e-05,1.8435e-05,5.5626e-07,-2.1348e-06,3.2559e-05,5.5626e-07,-2.1348e-06,-19426,-4.5414e+05,2.6298e+06,2267.2,-19426,2.667e+06,2.6298e+06,0,-4.536e+05,-4.5414e+05,0,0,5.5933e+06,5.6502e+06,1,1,0.68,0.68,0.05,0
9.3308e-05,-0.00052801,0,2.6219e-09,5.0897e-08,0,0.0005362,9.3308e-05,-0.00052801,0,3.3248e-05,1.8863e-05,3.8369e-07,-2.1212e-06,3.3248e-05,3.8369e-07,-2.1212e-06,-58305,-4.6293e+05,2.6854e+06,-34702,-58305,2.7059e+06,2.6854e+06,0,-4.6757e+05,-4.6293e+05,0,0,5.7508e+06,5.7886e+06,1,1,0.685,0.685,0.05,0
9.3315e-05,-0.00052241,0,2.1591e-08,1.0307e-07,0,0.00053069,9.3315e-05,-0.00052241,0,3.3963e-05,1.9315e-05,2.1574e-07,-2.119e-06,3.3963e-05,2.1574e-07,-2.119e-06,-96913,-4.7406e+05,2.7432e+06,-66574,-96913,2.7483e+06,2.7432e+06,0,-4.8528e+05,-4.7406e+05,0,0,5.9175e+06,5.933e+06,1,1,0.69,0.69,0.05,0
9.3312e-05,-0.0005166,0,-1.2922e-08,2.064e-08,0,0.00052498,9.3312e-05,-0.0005166,0,3.5015e-05,1.988e-05,4.5472e-07,-2.2355e-06,3.5015e-05,4.5472e-07,-2.2355e-06,-49827,-4.8439e+05,2.8281e+06,-11583,-49827,2.8427e+06,2.8281e+06,0,-4.9793e+05,-4.8439e+05,0,0,6.0592e+06,6.0912e+06,1,1,0.695,0.695,0.05,0
9.3316e-05,-0.00051073,0,-4.532e-08,-3.9452e-08,0,0.0005192,9.3316e-05,-0.00051073,0,3.6035e-05,2.0457e-05,6.2584e-07,-2.3424e-06,3.6035e-05,6.2584e-07,-2.3424e-06,-17740,-4.9722e+05,2.9106e+06,26097,-17740,2.929e+06,2.9106e+06,0,-5.1746e+05,-4.9722e+05,0,0,6.2166e+06,6.2603e+06,1,1,0.7,0.7,0.05,0
9.332e-05,-0.00050466,0,-1.5835e-08,1.2414e-08,0,0.00051324,9.332e-05,-0.00050466,0,3.6998e-05,2.0825e-05,6.7753e-07,-2.3694e-06,3.6998e-05,6.7753e-07,-2.3694e-06,-7682.7,-4.9988e+05,2.9883e+06,16250,-7682.7,3.0073e+06,2.9883e+06,0,-5.2926e+05,-4.9988e+05,0,0,6.3107e+06,6.3506e+06,1,1,0.705,0.705,0.05,0
9.3324e-05,-0.00049853,0,1.5653e-08,5.6054e-08,0,0.00050721,9.3324e-05,-0.00049853,0,3.7959e-05,2.1212e-05,7.1606e-07,-2.3766e-06,3.7959e-05,7.1606e-07,-2.3766e-06,709.64,-4.9888e+05,3.066e+06,5767.6,709.64,3.0863e+06,3.066e+06,0,-5.3297e+05,-4.9888e+05,0,0,6.4085e+06,6.4462e+06,1,1,0.71,0.71,0.05,0
9.3328e-05,-0.00049221,0,1.2573e-09,-3.5043e-08,0,0.000501,9.3328e-05,-0.00049221,0,3.8944e-05,2.1581e-05,6.9849e-07,-2.3702e-06,3.8944e-05,6.9849e-07,-2.3702e-06,-2897.6,-4.986e+05,3.1455e+06,-5654.9,-2897.6,3.1714e+06,3.1455e+06,0,-5.3028e+05,-4.986e+05,0,0,6.5061e+06,6.5515e+06,1,1,0.715,0.715,0.05,0
9.3332e-05,-0.00048583,0,-1.4719e-08,-1.1284e-07,0,0.00049473,9.3332e-05,-0.00048583,0,3.9936e-05,2.1954e-05,6.9158e-07,-2.3678e-06,3.9936e-05,6.9158e-07,-2.3678e-06,-4327.1,-4.9853e+05,3.2256e+06,-13764,-4327.1,3.2576e+06,3.2256e+06,0,-5.2979e+05,-4.9853e+05,0,0,6.6037e+06,6.6558e+06,1,1,0.72,0.72,0.05,0
9.3335e-05,-0.00047925,0,4.3116e-09,-4.9451e-08,0,0.00048828,9.3335e-05,-0.00047925,0,4.0902e-05,2.2318e-05,6.8466e-07,-2.3665e-06,4.0902e-05,6.8466e-07,-2.3665e-06,-5839.2,-4.9872e+05,3.3036e+06,-15594,-5839.2,3.3357e+06,3.3036e+06,0,-5.3026e+05,-4.9872e+05,0,0,6.6994e+06,6.7512e+06,1,1,0.725,0.725,0.05,0
9.3338e-05,-0.00047262,0,2.4709e-08,-5.9072e-09,0,0.00048177,9.3338e-05,-0.00047262,0,4.1869e-05,2.2685e-05,6.8693e-07,-2.3694e-06,4.1869e-05,6.8693e-07,-2.3694e-06,-5512.8,-4.9923e+05,3.3817e+06,-16257,-5512.8,3.4143e+06,3.3817e+06,0,-5.3072e+05,-4.9923e+05,0,0,6.7949e+06,6.8476e+06,1,1,0.73,0.73,0.05,0
9.3341e-05,-0.00046581,0,1.0608e-08,4.2013e-08,0,0.00047509,9.3341e-05,-0.00046581,0,4.2839e-05,2.306e-05,6.9602e-07,-2.3733e-06,4.2839e-05,6.9602e-07,-2.3733e-06,-3683.6,-4.9949e+05,3.4601e+06,-6271.8,-3683.6,3.4964e+06,3.4601e+06,0,-5.3039e+05,-4.9949e+05,0,0,6.8916e+06,6.9533e+06,1,1,0.735,0.735,0.05,0
9.3345e-05,-0.00045893,0,-8.2168e-09,9.317e-08,0,0.00046835,9.3345e-05,-0.00045893,0,4.3801e-05,2.3434e-05,7.0863e-07,-2.3784e-06,4.3801e-05,7.0863e-07,-2.3784e-06,-1128.5,-4.998e+05,3.5377e+06,4895.4,-1128.5,3.5765e+06,3.5377e+06,0,-5.316e+05,-4.998e+05,0,0,6.9879e+06,7.0563e+06,1,1,0.74,0.74,0.05,0
9.3349e-05,-0.00045188,0,-1.3704e-09,1.3737e-08,0,0.00046145,9.3349e-05,-0.00045188,0,4.4788e-05,2.378e-05,6.7212e-07,-2.3655e-06,4.4788e-05,6.7212e-07,-2.3655e-06,-8662.1,-4.9936e+05,3.6175e+06,9293,-8662.1,3.6583e+06,3.6175e+06,0,-5.2548e+05,-4.9936e+05,0,0,7.0789e+06,7.1527e+06,1,1,0.745,0.745,0.05,0
9.3352e-05,-0.00044477,0,1.0435e-08,-5.0111e-08,0,0.00045449,9.3352e-05,-0.00044477,0,4.5788e-05,2.4151e-05,6.4811e-07,-2.3463e-06,4.5788e-05,6.4811e-07,-2.3463e-06,-12869,-4.9658e+05,3.6983e+06,17256,-12869,3.7417e+06,3.6983e+06,0,-5.1423e+05,-4.9658e+05,0,0,7.1737e+06,7.2542e+06,1,1,0.75,0.75,0.05,0
9.3357e-05,-0.00043749,0,-6.8701e-10,-1.346e-08,0,0.00044736,9.3357e-05,-0.00043749,0,4.6876e-05,2.4476e-05,5.5816e-07,-2.2754e-06,4.6876e-05,5.5816e-07,-2.2754e-06,-28723,-4.8645e+05,3.7861e+06,-10195,-28723,3.8353e+06,3.7861e+06,0,-4.9834e+05,-4.8645e+05,0,0,7.251e+06,7.3373e+06,1,1,0.755,0.755,0.05,0
9.3354e-05,-0.00043015,0,-1.8229e-08,1.0815e-08,0,0.00044019,9.3354e-05,-0.00043015,0,4.7955e-05,2.4799e-05,4.605e-07,-2.2124e-06,4.7955e-05,4.605e-07,-2.2124e-06,-46899,-4.7868e+05,3.8733e+06,-39538,-46899,3.9298e+06,3.8733e+06,0,-4.885e+05,-4.7868e+05,0,0,7.3318e+06,7.4253e+06,1,1,0.76,0.76,0.05,0
9.3363e-05,-0.00042264,0,-1.7355e-08,-1.6345e-08,0,0.00043286,9.3363e-05,-0.00042264,0,4.8784e-05,2.5084e-05,5.5816e-07,-2.2057e-06,4.8784e-05,5.5816e-07,-2.2057e-06,-23894,-4.7036e+05,3.9402e+06,-2210.2,-23894,3.9878e+06,3.9402e+06,0,-4.7466e+05,-4.7036e+05,0,0,7.3815e+06,7.4616e+06,1,1,0.765,0.765,0.05,0
9.336e-05,-0.00041509,0,-8.8233e-09,-3.6042e-08,0,0.00042548,9.336e-05,-0.00041509,0,4.9585e-05,2.5357e-05,6.979e-07,-2.2142e-06,4.9585e-05,6.979e-07,-2.2142e-06,7761.9,-4.6266e+05,4.0049e+06,46910,7761.9,4.0418e+06,4.0049e+06,0,-4.6261e+05,-4.6266e+05,0,0,7.4231e+06,7.4849e+06,1,1,0.77,0.77,0.05,0
9.3372e-05,-0.00040736,0,1.3604e-08,-2.0093e-10,0,0.00041795,9.3372e-05,-0.00040736,0,5.0329e-05,2.5633e-05,4.4335e-07,-2.1442e-06,5.0329e-05,4.4335e-07,-2.1442e-06,-46136,-4.6413e+05,4.0651e+06,11194,-46136,4.0981e+06,4.0651e+06,0,-4.5334e+05,-4.6413e+05,0,0,7.5283e+06,7.583e+06,1,1,0.775,0.775,0.05,0
9.3374e-05,-0.00039959,0,3.157e-08,2.2949e-08,0,0.00041038,9.3374e-05,-0.00039959,0,5.1109e-05,2.5934e-05,2.8134e-07,-2.0962e-06,5.1109e-05,2.8134e-07,-2.0962e-06,-80199,-4.6427e+05,4.128e+06,-11948,-80199,4.1593e+06,4.128e+06,0,-4.3959e+05,-4.6427e+05,0,0,7.6272e+06,7.6825e+06,1,1,0.78,0.78,0.05,0
9.3379e-05,-0.00039166,0,1.9336e-08,-1.9948e-08,0,0.00040267,9.3379e-05,-0.00039166,0,5.2013e-05,2.628e-05,1.2432e-07,-2.0767e-06,5.2013e-05,1.2432e-07,-2.0767e-06,-1.1508e+05,-4.7063e+05,4.201e+06,-40049,-1.1508e+05,4.2389e+06,4.201e+06,0,-4.6166e+05,-4.7063e+05,0,0,7.741e+06,7.814e+06,1,1,0.785,0.785,0.05,0
9.3374e-05,-0.00038368,0,5.0484e-09,-5.2619e-08,0,0.00039491,9.3374e-05,-0.00038368,0,5.2934e-05,2.664e-05,2.6282e-08,-2.0816e-06,5.2934e-05,2.6282e-08,-2.0816e-06,-1.3804e+05,-4.7855e+05,4.2754e+06,-52415,-1.3804e+05,4.3216e+06,4.2754e+06,0,-4.881e+05,-4.7855e+05,0,0,7.8531e+06,7.9422e+06,1,1,0.79,0.79,0.05,0
9.3382e-05,-0.00037554,0,1.6407e-09,-2.7922e-08,0,0.00038701,9.3382e-05,-0.00037554,0,5.3737e-05,2.7069e-05,3.797e-07,-2.1479e-06,5.3737e-05,3.797e-07,-2.1479e-06,-61078,-4.6938e+05,4.3403e+06,18612,-61078,4.3798e+06,4.3403e+06,0,-4.6722e+05,-4.6938e+05,0,0,7.9217e+06,7.9951e+06,1,1,0.795,0.795,0.05,0
9.3382e-05,-0.00036737,0,2.4535e-10,7.6092e-10,0,0.00037908,9.3382e-05,-0.00036737,0,5.4509e-05,2.7476e-05,7.2786e-07,-2.2152e-06,5.4509e-05,7.2786e-07,-2.2152e-06,14608,-4.6081e+05,4.4027e+06,87344,14608,4.4328e+06,4.4027e+06,0,-4.4793e+05,-4.6081e+05,0,0,7.9849e+06,8.0404e+06,1,1,0.8,0.8,0.05,0
9.3392e-05,-0.00035904,0,-6.4416e-09,-1.5303e-08,0,0.00037103,9.3392e-05,-0.00035904,0,5.5288e-05,2.7801e-05,5.5775e-07,-2.1924e-06,5.5288e-05,5.5775e-07,-2.1924e-06,-23071,-4.6733e+05,4.4656e+06,40441,-23071,4.4911e+06,4.4656e+06,0,-4.6329e+05,-4.6733e+05,0,0,8.0986e+06,8.1455e+06,1,1,0.805,0.805,0.05,0
9.3395e-05,-0.00035068,0,-1.1198e-08,-3.545e-08,0,0.00036294,9.3395e-05,-0.00035068,0,5.6084e-05,2.8142e-05,4.7018e-07,-2.1898e-06,5.6084e-05,4.7018e-07,-2.1898e-06,-43098,-4.7279e+05,4.5299e+06,11858,-43098,4.5514e+06,4.5299e+06,0,-4.7433e+05,-4.7279e+05,0,0,8.2054e+06,8.2457e+06,1,1,0.81,0.81,0.05,0
9.34e-05,-0.00034217,0,-5.9212e-09,-3.5877e-08,0,0.00035474,9.34e-05,-0.00034217,0,5.6999e-05,2.8547e-05,3.3154e-07,-2.1611e-06,5.6999e-05,3.3154e-07,-2.1611e-06,-73103,-4.7575e+05,4.6037e+06,-23818,-73103,4.6355e+06,4.6037e+06,0,-4.7957e+05,-4.7575e+05,0,0,8.336e+06,8.3938e+06,1,1,0.815,0.815,0.05,0
9.3402e-05,-0.00033362,0,-1.7244e-09,-2.7941e-08,0,0.0003465,9.3402e-05,-0.00033362,0,5.7933e-05,2.897e-05,2.3015e-07,-2.1461e-06,5.7933e-05,2.3015e-07,-2.1461e-06,-95468,-4.7933e+05,4.6792e+06,-52941,-95468,4.7224e+06,4.6792e+06,0,-4.8814e+05,-4.7933e+05,0,0,8.4678e+06,8.545e+06,1,1,0.82,0.82,0.05,0
9.3404e-05,-0.00032494,0,7.6545e-09,-1.778e-08,0,0.00033816,9.3404e-05,-0.00032494,0,5.8885e-05,2.9462e-05,4.1309e-07,-2.1868e-06,5.8885e-05,4.1309e-07,-2.1868e-06,-56067,-4.7605e+05,4.7561e+06,-11002,-56067,4.7981e+06,4.7561e+06,0,-4.8529e+05,-4.7605e+05,0,0,8.5801e+06,8.6565e+06,1,1,0.825,0.825,0.05,0
9.3408e-05,-0.00031622,0,1.5773e-08,-1.8897e-08,0,0.00032978,9.3408e-05,-0.00031622,0,5.9823e-05,2.9954e-05,5.7869e-07,-2.2169e-06,5.9823e-05,5.7869e-07,-2.2169e-06,-19935,-4.7154e+05,4.8318e+06,28208,-19935,4.8702e+06,4.8318e+06,0,-4.8009e+05,-4.7154e+05,0,0,8.6941e+06,8.7658e+06,1,1,0.83,0.83,0.05,0
9.3411e-05,-0.00030737,0,1.7362e-08,-1.3035e-08,0,0.00032132,9.3411e-05,-0.00030737,0,6.0895e-05,3.0423e-05,5.5478e-07,-2.1921e-06,6.0895e-05,5.5478e-07,-2.1921e-06,-23737,-4.6747e+05,4.9184e+06,18345,-23737,4.9645e+06,4.9184e+06,0,-4.7659e+05,-4.6747e+05,0,0,8.8197e+06,8.9044e+06,1,1,0.835,0.835,0.05,0
9.3416e-05,-0.00029849,0,1.9905e-08,-6.6144e-09,0,0.00031283,9.3416e-05,-0.00029849,0,6.1967e-05,3.0897e-05,5.197e-07,-2.1622e-06,6.1967e-05,5.197e-07,-2.1622e-06,-29762,-4.63e+05,5.005e+06,7457.3,-29762,5.0586e+06,5.005e+06,0,-4.7316e+05,-4.63e+05,0,0,8.9478e+06,9.0444e+06,1,1,0.84,0.84,0.05,0
9.3418e-05,-0.00028949,0,6.0731e-09,-1.2967e-08,0,0.00030426,9.3418e-05,-0.00028949,0,6.2931e-05,3.1267e-05,3.7152e-07,-2.0903e-06,6.2931e-05,3.7152e-07,-2.0903e-06,-58976,-4.5665e+05,5.0829e+06,-22567,-58976,5.1342e+06,5.0829e+06,0,-4.6738e+05,-4.5665e+05,0,0,9.0559e+06,9.1483e+06,1,1,0.845,0.845,0.05,0
9.3421e-05,-0.00028045,0,-9.7015e-09,-1.7607e-08,0,0.00029567,9.3421e-05,-0.00028045,0,6.3905e-05,3.1649e-05,2.1588e-07,-2.0093e-06,6.3905e-05,2.1588e-07,-2.0093e-06,-89287,-4.4874e+05,5.1616e+06,-53481,-89287,5.2123e+06,5.1616e+06,0,-4.5958e+05,-4.4874e+05,0,0,9.1674e+06,9.2583e+06,1,1,0.85,0.85,0.05,0
9.3422e-05,-0.0002713,0,-5.7696e-09,5.797e-09,0,0.00028701,9.3422e-05,-0.0002713,0,6.4865e-05,3.2095e-05,2.3509e-07,-1.9308e-06,6.4865e-05,2.3509e-07,-1.9308e-06,-79422,-4.293e+05,5.2391e+06,-40666,-79422,5.2921e+06,5.2391e+06,0,-4.2761e+05,-4.293e+05,0,0,9.2706e+06,9.3644e+06,1,1,0.855,0.855,0.05,0
9.3426e-05,-0.00026213,0,1.8475e-09,3.5723e-08,0,0.00027834,9.3426e-05,-0.00026213,0,6.5822e-05,3.2532e-05,2.2953e-07,-1.8479e-06,6.5822e-05,2.2953e-07,-1.8479e-06,-74962,-4.1054e+05,5.3164e+06,-33317,-74962,5.3713e+06,5.3164e+06,0,-3.9649e+05,-4.1054e+05,0,0,9.3745e+06,9.4704e+06,1,1,0.86,0.86,0.05,0
9.3426e-05,-0.00025284,0,8.9065e-09,2.8594e-08,0,0.00026963,9.3426e-05,-0.00025284,0,6.6616e-05,3.2794e-05,-7.7718e-08,-1.7503e-06,6.6616e-05,-7.7718e-08,-1.7503e-06,-1.3911e+05,-4.0929e+05,5.3805e+06,-1.0719e+05,-1.3911e+05,5.429e+06,5.3805e+06,0,-4.0237e+05,-4.0929e+05,0,0,9.4755e+06,9.5596e+06,1,1,0.865,0.865,0.05,0
9.3427e-05,-0.00024353,0,1.2731e-08,1.7532e-08,0,0.0002609,9.3427e-05,-0.00024353,0,6.743e-05,3.3078e-05,-3.3788e-07,-1.6685e-06,6.743e-05,-3.3788e-07,-1.6685e-06,-1.9348e+05,-4.0843e+05,5.4462e+06,-1.7138e+05,-1.9348e+05,5.4907e+06,5.4462e+06,0,-4.0761e+05,-4.0843e+05,0,0,9.5778e+06,9.6544e+06,1,1,0.87,0.87,0.05,0
